orders_per_shift,shift_minutes,capex,labor_cost_per_hour,workdays_per_year,shifts_per_day,forklift_reel_changes_per_hour,forklift_oee,forklift_utilization_pct_avg,forklift_starvations,forklift_distance_km,forklift_completed_orders,forklift_total_vehicle_minutes,ingetrans_reel_changes_per_hour,ingetrans_oee,ingetrans_utilization_pct_avg,ingetrans_starvations,ingetrans_distance_km,ingetrans_completed_orders,ingetrans_total_vehicle_minutes,delta_reel_changes_per_hour,delta_completed_orders,saved_hours_per_shift,saved_hours_per_year,saved_cost_per_year,estimated_payback_years
80,480,350000.0,20.0,220,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,7955.199999999998,159103.99999999997,2.1998189863234114
80,480,350000.0,20.0,250,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,4519.999999999999,90399.99999999999,3.871681415929204
80,480,350000.0,20.0,250,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,9039.999999999998,180799.99999999997,1.935840707964602
80,480,350000.0,25.0,220,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,3977.599999999999,99439.99999999997,3.519710378117459
80,480,350000.0,25.0,220,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,7955.199999999998,198879.99999999994,1.7598551890587295
80,480,350000.0,25.0,250,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,4519.999999999999,112999.99999999997,3.0973451327433636
80,480,350000.0,25.0,250,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,9039.999999999998,225999.99999999994,1.5486725663716818
80,480,350000.0,30.0,220,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,3977.599999999999,119327.99999999997,2.933091981764549
80,480,350000.0,30.0,220,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,7955.199999999998,238655.99999999994,1.4665459908822744
80,480,350000.0,30.0,250,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,4519.999999999999,135599.99999999997,2.581120943952803
80,480,350000.0,30.0,250,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,9039.999999999998,271199.99999999994,1.2905604719764014
80,480,450000.0,20.0,220,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,3977.599999999999,79551.99999999999,5.656677393403058
80,480,450000.0,20.0,220,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,7955.199999999998,159103.99999999997,2.828338696701529
80,480,450000.0,20.0,250,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,4519.999999999999,90399.99999999999,4.9778761061946915
80,480,450000.0,20.0,250,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,9039.999999999998,180799.99999999997,2.4889380530973457
80,480,450000.0,25.0,220,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,3977.599999999999,99439.99999999997,4.525341914722447
80,480,450000.0,25.0,220,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,7955.199999999998,198879.99999999994,2.2626709573612236
80,480,450000.0,25.0,250,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,4519.999999999999,112999.99999999997,3.982300884955753
80,480,450000.0,25.0,250,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,9039.999999999998,225999.99999999994,1.9911504424778765
80,480,450000.0,30.0,220,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,3977.599999999999,119327.99999999997,3.771118262268706
80,480,450000.0,30.0,220,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,7955.199999999998,238655.99999999994,1.885559131134353
80,480,450000.0,30.0,250,1.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,4519.999999999999,135599.99999999997,3.3185840707964607
80,480,450000.0,30.0,250,2.0,6.0,0.65,98.0,5,20.0,64,1411.1999999999998,12.0,0.92,68.0,0,6.5,80,326.40000000000003,-6.0,-16,18.079999999999995,9039.999999999998,271199.99999999994,1.6592920353982303
100,480,250000.0,20.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,79551.99999999999,3.142598551890588
100,480,250000.0,20.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,159103.99999999997,1.571299275945294
100,480,250000.0,20.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,90399.99999999999,2.7654867256637172
100,480,250000.0,20.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,180799.99999999997,1.3827433628318586
100,480,250000.0,25.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,99439.99999999997,2.5140788415124704
100,480,250000.0,25.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,198879.99999999994,1.2570394207562352
100,480,250000.0,25.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,112999.99999999997,2.2123893805309742
100,480,250000.0,25.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,225999.99999999994,1.1061946902654871
100,480,250000.0,30.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,119327.99999999997,2.095065701260392
100,480,250000.0,30.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,238655.99999999994,1.047532850630196
100,480,250000.0,30.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,135599.99999999997,1.843657817109145
100,480,250000.0,30.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,271199.99999999994,0.9218289085545724
100,480,350000.0,20.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,79551.99999999999,4.399637972646823
100,480,350000.0,20.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,159103.99999999997,2.1998189863234114
100,480,350000.0,20.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,90399.99999999999,3.871681415929204
100,480,350000.0,20.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,180799.99999999997,1.935840707964602
100,480,350000.0,25.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,99439.99999999997,3.519710378117459
100,480,350000.0,25.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,198879.99999999994,1.7598551890587295
100,480,350000.0,25.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,112999.99999999997,3.0973451327433636
100,480,350000.0,25.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,225999.99999999994,1.5486725663716818
100,480,350000.0,30.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,119327.99999999997,2.933091981764549
100,480,350000.0,30.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,238655.99999999994,1.4665459908822744
100,480,350000.0,30.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,135599.99999999997,2.581120943952803
100,480,350000.0,30.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,271199.99999999994,1.2905604719764014
100,480,450000.0,20.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,79551.99999999999,5.656677393403058
100,480,450000.0,20.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,159103.99999999997,2.828338696701529
100,480,450000.0,20.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,90399.99999999999,4.9778761061946915
100,480,450000.0,20.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,180799.99999999997,2.4889380530973457
100,480,450000.0,25.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,99439.99999999997,4.525341914722447
100,480,450000.0,25.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,198879.99999999994,2.2626709573612236
100,480,450000.0,25.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,112999.99999999997,3.982300884955753
100,480,450000.0,25.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,225999.99999999994,1.9911504424778765
100,480,450000.0,30.0,220,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,3977.599999999999,119327.99999999997,3.771118262268706
100,480,450000.0,30.0,220,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,7955.199999999998,238655.99999999994,1.885559131134353
100,480,450000.0,30.0,250,1.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,4519.999999999999,135599.99999999997,3.3185840707964607
100,480,450000.0,30.0,250,2.0,7.5,0.65,98.0,5,20.0,80,1411.1999999999998,15.0,0.92,68.0,0,6.5,100,326.40000000000003,-7.5,-20,18.079999999999995,9039.999999999998,271199.99999999994,1.6592920353982303
120,480,250000.0,20.0,220,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,3977.599999999999,79551.99999999999,3.142598551890588
120,480,250000.0,20.0,220,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,7955.199999999998,159103.99999999997,1.571299275945294
120,480,250000.0,20.0,250,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,4519.999999999999,90399.99999999999,2.7654867256637172
120,480,250000.0,20.0,250,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,9039.999999999998,180799.99999999997,1.3827433628318586
120,480,250000.0,25.0,220,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,3977.599999999999,99439.99999999997,2.5140788415124704
120,480,250000.0,25.0,220,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,7955.199999999998,198879.99999999994,1.2570394207562352
120,480,250000.0,25.0,250,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,4519.999999999999,112999.99999999997,2.2123893805309742
120,480,250000.0,25.0,250,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,9039.999999999998,225999.99999999994,1.1061946902654871
120,480,250000.0,30.0,220,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,3977.599999999999,119327.99999999997,2.095065701260392
120,480,250000.0,30.0,220,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,7955.199999999998,238655.99999999994,1.047532850630196
120,480,250000.0,30.0,250,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,4519.999999999999,135599.99999999997,1.843657817109145
120,480,250000.0,30.0,250,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,9039.999999999998,271199.99999999994,0.9218289085545724
120,480,350000.0,20.0,220,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,3977.599999999999,79551.99999999999,4.399637972646823
120,480,350000.0,20.0,220,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,7955.199999999998,159103.99999999997,2.1998189863234114
120,480,350000.0,20.0,250,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,4519.999999999999,90399.99999999999,3.871681415929204
120,480,350000.0,20.0,250,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,9039.999999999998,180799.99999999997,1.935840707964602
120,480,350000.0,25.0,220,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,3977.599999999999,99439.99999999997,3.519710378117459
120,480,350000.0,25.0,220,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,7955.199999999998,198879.99999999994,1.7598551890587295
120,480,350000.0,25.0,250,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,4519.999999999999,112999.99999999997,3.0973451327433636
120,480,350000.0,25.0,250,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,9039.999999999998,225999.99999999994,1.5486725663716818
120,480,350000.0,30.0,220,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,3977.599999999999,119327.99999999997,2.933091981764549
120,480,350000.0,30.0,220,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,7955.199999999998,238655.99999999994,1.4665459908822744
120,480,350000.0,30.0,250,1.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,4519.999999999999,135599.99999999997,2.581120943952803
120,480,350000.0,30.0,250,2.0,9.0,0.65,98.0,5,20.0,96,1411.1999999999998,18.0,0.92,68.0,0,6.5,120,326.40000000000003,-9.0,-24,18.079999999999995,9039.999999999998,271199.99999999994,1.2905604719764014
